Año,Mes, Siniestro ocurrido 
2017,11," 166,396.27 "
2017,6," 440,919.33 "
2018,11," 1,659,499.60 "
2020,8," 63,452.61 "
2017,12," 113,496.84 "
2019,4," 160,891.81 "
2019,3," 116,860.54 "
2019,12," 5,115,855.93 "
2017,5," 395,340.68 "
2019,1," 97,347.16 "
2020,2," 2,136,708.64 "
2018,10," 553,041.51 "
2019,1," 265,588.05 "
2018,12," 345,244.88 "
2019,3," 282,722.63 "
2018,3," 67,801.79 "
2018,3," 993,382.17 "
2019,6," 205,001.18 "
2018,6," 647,912.97 "
2019,8," 144,822.52 "
2017,3," 375,922.32 "
2019,2," 1,039,316.24 "
2019,2," 180,472.13 "
2018,11," 105,295.77 "
2017,2," 501,669.57 "
2017,1," 4,834,764.06 "
2019,6," 191,844.94 "
2020,8," 129,277.68 "
2019,8," 483,474.32 "
2018,7," 228,167.02 "
2020,2," 92,621.44 "
2016,7," 603,008.24 "
2018,12," 1,441,418.73 "
2017,11," 142,879.56 "
2018,10," 76,025.00 "
2018,8," 51,879.99 "
2019,5," 114,566.92 "
2019,10," 293,767.35 "
2019,8," 1,052,609.86 "
2020,1," 194,165.61 "
2016,12," 976,160.47 "
2019,9," 183,124.45 "
2019,2," 91,550.25 "
2018,9," 1,149,915.54 "
2019,10," 1,984,011.15 "
2016,12," 949,832.17 "
2017,4," 90,695.84 "
2019,9," 510,986.71 "
2017,8," 747,126.33 "
2019,4," 158,947.68 "
2019,1," 408,693.30 "
2020,6," 187,048.48 "
2019,6," 705,937.90 "
2019,1," 70,533.73 "
2019,2," 51,369.56 "
2019,10," 603,860.17 "
2019,2," 609,576.93 "
2017,7," 978,908.63 "
2020,7," 427,168.73 "
2016,7," 917,821.88 "
2016,10," 158,261.47 "
2016,5," 181,586.29 "
2018,6," 1,001,126.00 "
2019,10," 197,035.37 "
2017,8," 1,211,496.46 "
2018,3," 593,660.72 "
2019,7," 556,678.40 "
2018,4," 636,702.04 "
2018,12," 6,506,569.60 "
2019,1," 973,980.22 "
2016,12," 938,360.24 "
2017,4," 747,441.35 "
2018,9," 1,088,679.40 "
2019,5," 120,423.51 "
2019,1," 848,383.27 "
2018,9," 172,384.68 "
2017,10," 636,802.94 "
2018,2," 301,684.12 "
2019,7," 131,179.29 "
2019,1," 385,784.74 "
2020,1," 97,557.90 "
2018,9," 607,196.65 "
2018,2," 323,091.99 "
2018,3," 64,845.00 "
2019,4," 141,667.27 "
2018,10," 162,820.96 "
2019,1," 698,675.46 "
2019,5," 218,141.51 "
2020,2," 176,815.50 "
2017,11," 142,341.59 "
2018,2," 132,700.90 "
2019,4," 239,459.51 "
2020,9," 397,119.23 "
2019,2," 764,602.48 "
2019,11," 293,347.76 "
2018,11," 187,780.76 "
2018,10," 539,157.50 "
2017,6," 52,118.26 "
2019,5," 57,612.63 "
2019,4," 237,690.56 "
2016,5," 136,850.88 "
2019,12," 1,437,328.73 "
2019,11," 210,037.68 "
2017,7," 561,547.43 "
2018,8," 4,695.78 "
2020,3," 598,382.01 "
2017,9," 126,767.69 "
2019,12," 382,926.69 "
2016,7," 526,690.90 "
2020,8," 55,422.92 "
2017,8," 164,162.48 "
2018,11," 253,457.97 "
2017,5," 174,684.70 "
2017,2," 583,562.39 "
2020,7," 182,971.53 "
2020,9," 217,961.12 "
2019,4," 1,599,042.12 "
2019,4," 153,150.88 "
2019,7," 142,875.37 "
2018,11," 40,057.68 "
2017,12," 129,914.22 "
2016,7," 262,164.19 "
2018,11," 1,215,396.06 "
2018,10," 1,230,058.44 "
2020,6," 179,318.73 "
2019,2," 717,682.35 "
2017,5," 1,078,784.17 "
2016,5," 870,963.88 "
2019,7," 1,308,974.54 "
2018,11," 95,473.89 "
2019,1," 1,197,788.69 "
2018,12," 1,448,439.10 "
2018,10," 81,394.58 "
2020,1," 74,311.87 "
2018,12," 380,294.28 "
2018,12," 265,852.59 "
2019,8," 515,190.83 "
2016,2," 418,040.25 "
2017,6," 41,867.61 "
2020,2," 94,578.91 "
2018,11," 299,478.81 "
2019,5," 56,943.85 "
2019,8," 65,021.68 "
2019,6," 39,255.30 "
2018,7," 76,413.19 "
2016,7," 268,639.74 "
2019,11," 491,336.14 "
2019,4," 188,073.74 "
2018,9," 112,350.96 "
2018,6," 549,108.52 "
2019,1," 261,922.00 "
2019,12," 240,128.07 "
2018,9," 458,220.65 "
2016,7," 210,710.82 "
2018,6," 129,326.09 "
2020,4," 406,638.01 "
2020,3," 1,122,245.79 "
2017,11," 10,304.49 "
2018,10," 41,624.36 "
2018,4," 362,662.63 "
2017,9," 127,660.47 "
2019,3," 224,899.60 "
2019,5," 171,844.88 "
2018,5," 276,334.42 "
2019,6," 37,224.07 "
2017,11," 148,274.15 "
2017,5," 1,458,560.83 "
2020,2," 799,086.10 "
2016,12," 342,541.57 "
2020,2," 360,038.13 "
2018,12," 232,838.30 "
2020,7," 372,125.86 "
2019,11," 305,186.72 "
2020,4," 216,713.05 "
2020,9," 346,756.00 "
2019,11," 149,509.98 "
2018,7," 555,639.82 "
2016,4," 146,324.64 "
2018,5," 315,314.15 "
2016,7," 1,273,657.19 "
2019,10," 385,637.25 "
2018,2," 224,842.89 "
2017,11," 148,217.98 "
2018,11," 264,809.14 "
2016,7," 279,231.22 "
2019,12," 152,821.06 "
2016,10," 163,325.02 "
2020,1," 149,114.95 "
2017,5," 570,211.43 "
2019,5," 311,793.78 "
2018,10," 1,157,198.34 "
2019,9," 69,532.88 "
2016,7," 1,661,451.38 "
2019,1," 131,942.77 "
2017,5," 305,230.80 "
2019,1," 181,833.70 "
2018,4," 3,291,885.12 "
2019,5," 916,244.22 "
2019,11," 3,463,029.89 "
2019,10," 240,907.79 "
2019,6," 803,576.51 "
2018,8," 363,897.77 "
2016,1," 124,564.92 "
2019,2," 41,956.24 "
2019,2," 197,359.03 "
2018,11," 186,886.26 "
2016,9," 114,569.90 "
2016,7," 437,543.04 "
2018,2," 616,845.58 "
2017,6," 870,572.04 "
2018,11," 47,997.88 "
2018,10," 475,027.63 "
2019,1," 1,004,256.48 "
2019,1," 386,931.22 "
2019,4," 103,789.75 "
2019,10," 77,769.05 "
2018,10," 748,160.06 "
2017,8," 745,264.50 "
2017,6," 421,821.58 "
2017,6," 50,615.63 "
2018,4," 340,468.69 "
2016,9," 126,752.44 "
2018,6," 922,207.98 "
2016,7," 286,314.22 "
2017,5," 285,953.03 "
2018,4," 390,174.49 "
2019,11," 221,869.62 "
2019,5," 537,657.34 "
2019,9," 419,020.06 "
2018,12," 573,791.20 "
2018,7," 472,057.69 "
2018,12," 281,134.16 "
2017,8," 330,433.58 "
2017,10," 741,680.22 "
2018,12," 358,568.16 "
2019,5," 192,650.60 "
2020,8," 91,361.13 "
2020,6," 1,937,802.19 "
2019,1," 191,618.36 "
2019,11," 463,060.78 "
2019,9," 888,504.49 "
2018,4," 367,699.14 "
2020,4," 414,095.64 "
2019,10," 213,919.80 "
2018,11," 413,183.93 "
2018,6," 492,850.82 "
2019,8," 177,754.88 "
2017,3," 1,017,991.08 "
2016,7," 194,546.87 "
2019,1," 191,419.20 "
2016,6," 238,270.51 "
2019,2," 353,436.72 "
2018,11," 315,617.81 "
2019,2," 755,910.06 "
2019,4," 125,653.51 "
2018,12," 338,894.74 "
2019,11," 206,333.78 "
2016,6," 221,823.67 "
2016,7," 801,794.86 "
2019,8," 87,017.69 "
2019,10," 209,320.95 "
2018,8," 155,893.13 "
2020,8," 48,988.92 "
2018,3," 1,067,977.04 "
2019,12," 193,016.17 "
2020,6," 874,192.33 "
2020,2," 591,534.34 "
2017,11," 177,367.60 "
2018,10," 661,174.33 "
2018,10," 77,130.45 "
2020,1," 243,816.25 "
2020,1," 87,534.94 "
2019,1," 171,963.69 "
2016,7," 831,644.39 "
2019,4," 441,754.55 "
2018,10," 1,820,915.14 "
2019,5," 173,454.45 "
2016,8," 43,976.17 "
2019,1," 93,530.45 "
2019,2," 110,228.79 "
2016,5," 293,306.89 "
2020,2," 625,703.12 "
2018,10," 198,086.08 "
2019,11," 136,014.78 "
2017,12," 1,419,156.28 "
2018,7," 566,058.59 "
2019,11," 317,307.73 "
2017,4," 499,880.72 "
2019,12," 4,969,438.02 "
2018,11," 293,705.51 "
2020,7," 121,879.37 "
2019,4," 128,560.13 "
2016,11," 550,211.63 "
2016,9," 749,629.00 "
2019,10," 250,044.26 "
2018,10," 469,332.11 "
2018,8," 1,575,183.45 "
2019,5," 110,279.73 "
2017,8," 1,213,935.46 "
2020,2," 188,429.89 "
2019,5," 149,232.13 "
2016,12," 974,442.96 "
2018,12," 252,257.83 "
2016,1," 227,714.54 "
2018,11," 415,672.73 "
2019,10," 172,862.94 "
2019,10," 307,430.71 "
2019,5," 597,478.20 "
2018,5," 325,861.26 "
2019,2," 286,488.73 "
2019,2," 174,434.94 "
2018,4," 186,436.10 "
2018,11," 43,234.56 "
2018,11," 97,615.19 "
2020,1," 157,444.39 "
2020,4," 95,861.27 "
2019,5," 124,100.19 "
2019,5," 65,562.73 "
2019,5," 203,176.72 "
2020,2," 181,473.14 "
2019,11," 192,355.82 "
2017,5," 134,765.49 "
2019,7," 691,898.94 "
2019,8," 124,954.60 "
2018,10," 149,311.60 "
2019,1," 184,944.64 "
2019,1," 1,184,351.65 "
2019,5," 129,514.60 "
2019,1," 257,033.98 "
2019,5," 204,619.85 "
2020,1," 92,587.37 "
2017,4," 485,597.37 "
2017,8," 159,562.09 "
2020,6," 194,228.05 "
2018,12," 5,712,860.18 "
2020,5," 94,049.17 "
2020,5," 3,272,159.09 "
2018,1," 811,283.06 "
2017,6," 36,014.26 "
2017,12," 1,447,333.16 "
2019,2," 226,708.77 "
2018,10," 1,534,933.93 "
2017,8," 506,538.05 "
2018,7," 236,292.81 "
2019,1," 648,044.96 "
2019,11," 266,863.85 "
2020,5," 86,457.98 "
2018,12," 369,052.14 "
2018,9," 296,267.94 "
2019,4," 369,722.11 "
2020,8," 47,080.27 "
2020,3," 6,700,143.65 "
2018,7," 125,940.20 "
2019,7," 241,188.29 "
2019,1," 374,808.14 "
2016,4," 140,943.53 "
2019,12," 332,062.07 "
2017,1," 238,177.36 "
2018,11," 44,851.22 "
2020,2," 565,092.85 "
2020,1," 230,797.86 "
2018,4," 362,571.80 "
2017,5," 10,303.82 "
2020,9," 571,166.95 "
2017,1," 149,788.18 "
2019,6," 118,721.68 "
2020,2," 182,261.01 "
2020,8," 267,534.31 "
2019,2," 409,242.83 "
2016,11," 1,175,592.00 "
2017,12," 1,832,505.97 "
2019,2," 101,019.39 "
2017,6," 179,621.75 "
2018,11," 124,927.37 "
2019,7," 144,747.73 "
2017,10," 702,467.12 "
2017,5," 345,858.17 "
2016,4," 100,925.95 "
2018,7," 91,392.32 "
2020,8," 87,833.20 "
2018,6," 107,388.55 "
2017,3," 577,286.22 "
2019,10," 434,182.65 "
2018,6," 125,667.71 "
2019,12," 271,183.66 "
2017,11," 2,029,165.69 "
2019,8," 60,048.23 "
2020,2," 642,669.39 "
2016,7," 267,620.01 "
2018,6," 254,861.23 "
2019,5," 114,542.96 "
2016,7," 558,048.38 "
2019,5," 590,779.14 "
2019,9," 548,461.45 "
2017,10," 92,874.40 "
2018,5," 251,137.37 "
2019,9," 347,135.32 "
2019,5," 931,092.62 "
2018,9," 1,344,505.65 "
2019,2," 151,224.72 "
2019,9," 73,184.53 "
2018,12," 283,308.07 "
2018,8," 205,376.57 "
2020,7," 164,051.64 "
2019,5," 1,342,625.92 "
2018,2," 661,043.35 "
2019,2," 838,529.82 "
2018,5," 168,260.43 "
2017,12," 664,980.71 "
2019,7," 226,685.76 "
2019,4," 70,967.23 "
2018,8," 148,778.86 "
2020,4," 59,861.56 "
2016,5," 822,102.64 "
2017,4," 486,199.62 "
2018,11," 402,014.73 "
2018,5," 306,836.65 "
2018,11," 427,455.29 "
2016,6," 230,133.09 "
2018,6," 957,730.23 "
2017,11," 1,899,775.79 "
2018,8," 305,669.74 "
2017,6," 547,632.93 "
2019,1," 385,171.78 "
2019,2," 300,351.44 "
2019,7," 1,074,140.71 "
2019,11," 448,219.11 "
2019,4," 125,757.47 "
2019,2," 63,142.69 "
2016,6," 1,138,266.38 "
2017,1," 934,960.71 "
2017,11," 1,841,710.68 "
2019,11," 173,787.96 "
2016,12," 2,222,213.21 "
2019,8," 63,717.34 "
2016,2," 2,343,864.49 "
2016,12," 2,940,776.08 "
2017,8," 694,319.93 "
2016,9," 100,526.59 "
2019,6," 366,574.96 "
2017,8," 139,240.38 "
2018,4," 372,811.30 "
2020,3," 81,063.51 "
2020,6," 350,083.65 "
2020,2," 205,031.56 "
2017,8," 478,808.85 "
2019,9," 280,391.14 "
2018,11," 100,934.46 "
2018,11," 231,752.10 "
2020,9," 1,059,268.64 "
2017,8," 828,393.29 "
2016,10," 167,128.90 "
2019,9," 950,427.94 "
2017,5," 274,737.95 "
2020,2," 398,018.36 "
2016,7," 744,854.15 "
2018,12," 392,854.12 "
2018,5," 272,383.95 "
2019,10," 575,779.78 "
2018,4," 3,335,275.87 "
2019,7," 1,421,416.60 "
2018,6," 184,538.17 "
2016,1," 137,149.13 "
2020,5," 3,181,995.76 "
2016,12," 947,091.54 "
2017,1," 5,057,188.65 "
2019,8," 514,733.17 "
2020,3," 87,622.95 "
2016,9," 121,369.99 "
2018,9," 585,521.90 "
2019,10," 231,310.47 "
2019,5," 111,585.00 "
2018,10," 597,863.28 "
2018,7," 655,400.64 "
2019,4," 155,797.74 "
2018,10," 1,002,905.67 "
2017,12," 1,035,986.22 "
2017,1," 782,271.43 "
2019,2," 118,689.75 "
2017,12," 1,994,131.49 "
2016,7," 1,325,313.37 "
2018,10," 1,888,761.39 "
2018,11," 1,989,673.37 "
2019,11," 152,097.08 "
2017,12," 1,549,884.27 "
2018,11," 97,270.43 "
2017,11," 467,496.85 "
2016,5," 165,652.12 "
2018,4," 199,300.06 "
2019,8," 948,789.13 "
2019,5," 123,773.59 "
2019,1," 922,838.11 "
2017,8," 71,621.82 "
2018,12," 338,132.04 "
2018,9," 582,522.93 "
2019,6," 321,072.35 "
2017,4," 388,171.41 "
2019,2," 98,587.95 "
2018,9," 637,146.35 "
2019,11," 320,971.44 "
2017,5," 649,306.11 "
2019,8," 187,261.87 "
2019,2," 195,485.64 "
2018,12," 90,822.50 "
2016,2," 425,939.24 "
2016,7," 276,936.81 "
2019,5," 124,573.90 "
2017,5," 444,638.32 "
2019,12," 378,815.67 "
2020,5," 2,020,031.29 "
2019,12," 81,097.91 "
2019,1," 79,354.59 "
2018,11," 347,521.52 "
2019,1," 830,614.98 "
2020,9," 308,623.25 "
2019,10," 39,917.23 "
2018,12," 110,323.27 "
2019,5," 194,595.38 "
2019,5," 348,170.58 "
2019,10," 211,238.31 "
2018,6," 170,494.67 "
2018,6," 620,160.79 "
2019,12," 5,005,297.43 "
2017,4," 689,336.72 "
2018,6," 893,563.60 "
2019,7," 611,004.84 "
2016,12," 314,288.60 "
2017,4," 109,550.66 "
2019,8," 636,190.08 "
2017,12," 1,051,866.56 "
2019,10," 305,794.31 "
2017,6," 489,939.08 "
2016,11," 735,866.08 "
2019,4," 79,287.47 "
2019,2," 654,073.45 "
2017,12," 1,372,866.81 "
2018,8," 347,101.04 "
2018,10," 115,389.71 "
2018,7," 664,605.50 "
2020,2," 659,529.53 "
2020,2," 197,009.86 "
2018,9," 448,021.62 "
2018,9," 516,117.68 "
2017,10," 158,875.78 "
2018,12," 1,550,944.60 "
2018,10," 121,532.33 "
2016,12," 298,122.54 "
2017,4," 451,732.65 "
2018,6," 666,700.89 "
2018,12," 218,893.60 "
2016,7," 236,706.33 "
2016,7," 267,385.63 "
2019,7," 570,778.42 "
2019,10," 136,348.82 "
2019,11," 174,623.99 "
2018,10," 416,179.61 "
2016,6," 36,616.94 "
2019,12," 123,561.35 "
2016,1," 258,445.87 "
2016,12," 2,028,575.83 "
2020,6," 354,477.72 "
2019,11," 318,298.20 "
2019,3," 11,320.17 "
2018,1," 101,193.45 "
2017,9," 120,991.49 "
2018,12," 74,255.12 "
2020,9," 344,518.10 "
2019,11," 202,744.92 "
2020,9," 244,624.54 "
2019,8," 616,486.51 "
2018,4," 407,821.29 "
2017,1," 5,087,174.10 "
2017,12," 678,313.07 "
2019,7," 1,326,913.84 "
2019,6," 678,219.00 "
2017,5," 186,802.98 "
2018,9," 2,917,581.38 "
2019,3," 585,033.53 "
2018,11," 89,601.20 "
2016,7," 916,366.84 "
2018,4," 231,556.39 "
2019,6," 193,532.16 "
2019,7," 244,832.11 "
2017,6," 120,846.91 "
2018,9," 540,592.23 "
2019,2," 49,130.43 "
2020,3," 210,829.27 "
2019,1," 188,981.82 "
2018,4," 125,937.85 "
2018,10," 87,305.05 "
2019,10," 149,337.52 "
2019,6," 477,882.74 "
2018,10," 346,221.13 "
2019,4," 213,852.51 "
2019,11," 335,968.54 "
2018,4," 318,325.23 "
2016,7," 782,813.98 "
2018,12," 213,073.85 "
2019,1," 95,535.96 "
2019,2," 171,247.80 "
2019,11," 310,354.28 "
2017,5," 344,452.04 "
2018,2," 121,620.85 "
2019,12," 394,260.42 "
2016,7," 241,416.41 "
2016,7," 791,986.54 "
2018,12," 348,733.27 "
2017,12," 131,940.58 "
2018,10," 257,974.87 "
2017,9," 208,520.03 "
2019,8," 128,648.22 "
2019,1," 196,893.07 "
2019,5," 275,222.08 "
2018,12," 253,324.49 "
2019,7," 928,101.06 "
2017,3," 1,028,575.65 "
2018,10," 1,843,804.82 "
2019,7," 90,052.60 "
2018,12," 129,707.88 "
2019,8," 179,379.74 "
2017,4," 457,767.83 "
2018,4," 106,507.10 "
2018,10," 84,992.53 "
2018,10," 161,941.45 "
2020,8," 88,235.83 "
2017,10," 665,277.41 "
2020,4," 62,435.54 "
2017,11," 199,536.29 "
2019,9," 404,613.59 "
2020,9," 1,285,994.83 "
2018,1," 831,998.36 "
2018,10," 98,066.42 "
2017,12," 30,765.57 "
2017,5," 1,210,971.70 "
2019,11," 319,169.68 "
2016,5," 257,400.23 "
2019,3," 65,722.75 "
2016,9," 100,649.11 "
2018,12," 805,094.79 "
2017,8," 1,006,124.97 "
2017,11," 99,306.92 "
2020,1," 90,654.48 "
2019,10," 1,928,871.28 "
2017,4," 654,400.57 "
2018,6," 1,120,175.89 "
2019,10," 584,911.58 "
2016,1," 640,303.50 "
2019,8," 243,465.59 "
2017,1," 722,153.74 "
2018,4," 185,932.51 "
2018,4," 577,757.22 "
2018,12," 251,313.02 "
2018,9," 426,133.50 "
2020,9," 498,264.32 "
2017,6," 38,717.80 "
2019,10," 143,552.56 "
2017,10," 201,415.15 "
2019,10," 325,552.41 "
2017,6," 193,111.49 "
2019,6," 399,102.62 "
2017,12," 32,478.49 "
2017,12," 1,782,525.82 "
2020,9," 364,019.90 "
2017,11," 203,291.28 "
2018,1," 823,553.44 "
2018,11," 305,397.24 "
2019,8," 150,450.34 "
2018,11," 768,536.74 "
2017,11," 176,184.14 "
2018,5," 1,278,969.90 "
2018,3," 622,494.16 "
2018,4," 384,024.23 "
2017,1," 238,107.83 "
2016,6," 1,232,131.97 "
2019,7," 1,081,706.52 "
2016,7," 855,308.09 "
2020,1," 81,042.35 "
2018,4," 280,651.28 "
2018,8," 569,827.67 "
2016,7," 282,332.90 "
2019,9," 969,658.30 "
2020,5," 90,001.05 "
2017,6," 174,177.16 "
2016,5," 170,041.15 "
2019,9," 542,945.68 "
2019,12," 167,359.12 "
2018,4," 82,369.99 "
2020,7," 126,516.64 "
2017,7," 463,127.57 "
2016,7," 185,616.44 "
2016,12," 471,174.35 "
2019,2," 94,874.33 "
2018,3," 67,521.02 "
2019,11," 3,588,015.83 "
2017,10," 159,162.60 "
2019,12," 160,196.44 "
2020,6," 139,737.48 "
2019,7," 560,449.40 "
2017,1," 232,902.58 "
2018,9," 115,706.38 "
2016,8," 1,893,991.00 "
2020,6," 135,535.15 "
2016,4," 83,961.77 "
2017,8," 840,868.51 "
2016,7," 611,973.80 "
2019,10," 2,298,354.65 "
2018,7," 94,912.70 "
2018,10," 599,603.35 "
2016,12," 918,310.86 "
2018,5," 265,828.68 "
2020,4," 368,567.20 "
2019,4," 99,138.43 "
2018,3," 199,976.61 "
2017,11," 141,452.66 "
2018,2," 290,258.22 "
2019,1," 169,167.57 "
2016,11," 684,970.08 "
2020,5," 1,922,622.11 "
2017,10," 1,112,652.21 "
2019,5," 257,982.45 "
2017,4," 439,349.87 "
2019,2," 666,558.96 "
2019,12," 248,801.26 "
2018,10," 786,588.05 "
2019,7," 256,005.46 "
2016,9," 2,926.36 "
2017,5," 372,336.96 "
2020,3," 82,149.71 "
2019,9," 309,150.18 "
2018,8," 339,909.38 "
2017,2," 946,243.60 "
2016,8," 550,782.05 "
2019,5," 296,956.45 "
2019,2," 39,672.51 "
2018,1," 106,336.58 "
2019,6," 433,772.35 "
2019,1," 188,144.15 "
2019,6," 470,859.27 "
2019,1," 137,369.32 "
2020,9," 210,565.00 "
2018,11," 236,249.00 "
2018,11," 2,059,403.71 "
2018,9," 108,494.68 "
2017,5," 308,019.77 "
2020,4," 61,612.73 "
2019,2," 166,354.59 "
2018,4," 196,958.51 "
2016,7," 271,561.24 "
2018,8," 171,865.55 "
2018,1," 106,516.16 "
2019,9," 332,629.79 "
2017,1," 449,271.80 "
2017,8," 512,312.50 "
2018,2," 830,930.32 "
2018,10," 1,704,305.52 "
2018,10," 91,066.84 "
2019,3," 64,917.09 "
2019,10," 851,698.80 "
2017,5," 263,993.12 "
2020,8," 121,925.06 "
2018,3," 193,443.25 "
2018,8," 34,446.07 "
2019,7," 626,917.57 "
2020,1," 126,912.94 "
2018,1," 1,106,937.36 "
2019,5," 173,686.40 "
2018,11," 506,052.14 "
2019,10," 1,713,242.30 "
2016,9," 1,379,890.43 "
2016,11," 1,344,749.40 "
2016,9," 123,205.23 "
2019,2," 43,875.76 "
2018,10," 232,018.75 "
2018,10," 299,553.68 "
2019,5," 1,628,448.94 "
2017,2," 501,415.10 "
2018,3," 230,300.06 "
2019,6," 354,274.14 "
2016,7," 546,434.05 "
2019,2," 90,946.41 "
2018,6," 251,517.99 "
2016,12," 1,516,003.31 "
2019,11," 224,450.77 "
2018,12," 212,686.51 "
2020,1," 363,676.01 "
2016,6," 36,305.86 "
2019,2," 54,847.51 "
2018,8," 1,385,239.53 "
2019,5," 129,134.72 "
2019,9," 1,664,536.23 "
2019,10," 327,307.19 "
2018,9," 223,907.18 "
2020,7," 573,541.75 "
2020,2," 2,305,556.96 "
2016,12," 353,053.35 "
2020,3," 590,582.16 "
2016,11," 472,946.77 "
2017,4," 650,258.03 "
2018,4," 430,035.75 "
2016,12," 331,107.83 "
2017,11," 157,400.31 "
2018,10," 1,165,761.15 "
2020,3," 1,119,202.83 "
2019,11," 362,516.83 "
2017,4," 376,518.48 "
2017,10," 179,463.08 "
2017,11," 465,001.23 "
2016,7," 282,659.68 "
2018,12," 303,764.52 "
2018,11," 389,366.22 "
2017,6," 36,751.48 "
2018,12," 291,776.76 "
2019,2," 641,662.10 "
2019,2," 180,993.74 "
2019,1," 762,797.46 "
2019,1," 553,263.04 "
2019,5," 196,520.13 "
2018,11," 1,122,192.45 "
2019,10," 200,339.83 "
2020,5," 65,301.37 "
2018,10," 315,163.42 "
2018,5," 299,472.63 "
2020,4," 393,076.15 "
2020,9," 1,209,868.90 "
2019,1," 170,600.59 "
2018,2," 747,371.28 "
2019,5," 170,191.97 "
2017,6," 936,493.50 "
2019,12," 100,045.38 "
2018,10," 43,088.06 "
2018,10," 839,790.09 "
2019,5," 195,474.49 "
2017,4," 118,839.47 "
2016,8," 261,197.17 "
2018,2," 83,682.18 "
2018,10," 198,009.79 "
2018,5," 231,189.50 "
2017,10," 230,547.25 "
2016,5," 116,968.33 "
2019,5," 108,262.45 "
2016,5," 171,149.31 "
2018,2," 316,561.47 "
2017,4," 117,120.38 "
2019,12," 426,851.73 "
2016,5," 125,268.30 "
2016,6," 1,431,457.65 "
2020,7," 110,722.90 "
2017,6," 91,782.15 "
2016,6," 38,606.75 "
2017,9," 982,292.77 "
2018,8," 57,456.04 "
2019,8," 155,854.85 "
2019,1," 261,267.44 "
2017,12," 1,197,413.18 "
2020,7," 558,322.45 "
2018,9," 103,795.89 "
2018,12," 95,877.67 "
2016,9," 595,940.50 "
2016,11," 383,428.38 "
2016,7," 189,030.17 "
2019,2," 57,019.63 "
2016,6," 1,247,443.58 "
2020,6," 126,003.40 "
2018,11," 1,128,062.31 "
2017,5," 330,226.62 "
2016,12," 837,498.61 "
2019,10," 891,545.15 "
2018,12," 247,704.78 "
2020,1," 362,893.63 "
2018,9," 280,008.34 "
2016,1," 137,389.47 "
2018,12," 248,903.82 "
2019,12," 258,751.04 "
2017,8," 83,005.39 "
2019,10," 354,900.70 "
2019,5," 228,056.62 "
2017,4," 462,247.61 "
2019,12," 346,388.44 "
2018,7," 166,687.10 "
2018,12," 381,427.75 "
2020,8," 180,289.99 "
2019,1," 186,294.82 "
2016,11," 537,171.26 "
2018,12," 360,922.40 "
2020,3," 80,467.71 "
2019,5," 169,687.46 "
2017,11," 146,776.13 "
2018,12," 1,491,006.79 "
2016,11," 84,726.60 "
2017,7," 574,891.57 "
2019,2," 430,135.24 "
2016,2," 154,240.38 "
2019,1," 161,968.32 "
2019,3," 527,823.37 "
2020,3," 6,284,526.62 "
2018,2," 810,681.58 "
2016,7," 1,309,181.73 "
2017,12," 1,632,071.30 "
2019,9," 604,686.78 "
2019,1," 154,322.23 "
2019,8," 1,060,744.51 "
2016,12," 352,360.79 "
2019,10," 200,308.41 "
2020,7," 631,258.26 "
2020,9," 228,650.42 "
2017,9," 909,602.47 "
2018,10," 480,462.90 "
2016,7," 365,613.33 "
2019,2," 42,035.68 "
2019,3," 112,644.69 "
2019,6," 435,421.17 "
2017,1," 834,823.59 "
2019,10," 240,732.81 "
2017,1," 160,352.80 "
2016,9," 362,632.57 "
2019,1," 1,134,629.49 "
2019,4," 147,757.10 "
2017,4," 645,666.84 "
2018,7," 238,775.86 "
2017,10," 1,043,673.71 "
2018,5," 293,456.58 "
2018,8," 173,954.26 "
2018,11," 1,951,103.35 "
2017,2," 65,826.58 "
2018,1," 112,557.49 "
2017,3," 88,005.46 "
2018,10," 816,533.19 "
2018,7," 242,913.43 "
2017,11," 184,818.93 "
2016,12," 3,153,451.16 "
2019,10," 181,228.33 "
2017,1," 841,283.50 "
2019,8," 1,009,421.30 "
2019,1," 595,404.46 "
2018,7," 362,575.12 "
2020,4," 98,451.10 "
2018,6," 243,668.64 "
2019,10," 612,696.71 "
2017,10," 610,988.09 "
2018,6," 454,469.32 "
2016,11," 91,262.41 "
2017,4," 390,861.74 "
2020,7," 223,879.47 "
2018,9," 206,859.63 "
2019,9," 319,470.67 "
2019,10," 1,799,263.68 "
2019,4," 191,557.30 "
2019,5," 214,495.12 "
2019,7," 620,563.38 "
2020,2," 589,993.92 "
2018,12," 6,277,180.59 "
2018,10," 108,894.80 "
2016,12," 514,705.48 "
2018,4," 3,039,470.18 "
2018,8," 168,182.62 "
2019,9," 1,472,201.03 "
2017,11," 182,301.41 "
2019,1," 1,171,037.86 "
2017,6," 55,465.54 "
2018,7," 92,508.85 "
2017,2," 1,383,636.97 "
2016,8," 48,382.62 "
2018,2," 78,454.80 "
2019,4," 131,682.30 "
2019,6," 36,997.65 "
2017,11," 596,004.82 "
2019,4," 148,391.29 "
2018,10," 126,609.04 "
2019,8," 202,475.06 "
2018,12," 584,096.59 "
2018,12," 602,353.56 "
2019,7," 719,579.30 "
2016,9," 825,699.07 "
2017,4," 104,936.82 "
2018,7," 287,239.09 "
2016,6," 209,268.49 "
2019,3," 11,034.64 "
2018,12," 448,668.75 "
2019,12," 1,453,016.14 "
2017,5," 660,716.17 "
