Año,Mes, Siniestro ocurrido 
2019,10," 37,491.42 "
2017,5," 9,367.45 "
2019,11," 458,922.98 "
2016,8," 50,032.56 "
2019,1," 195,567.31 "
2017,5," 284,249.46 "
2019,2," 592,649.35 "
2018,2," 625,789.82 "
2017,9," 232,851.94 "
2018,12," 196,423.81 "
2018,6," 246,613.42 "
2019,1," 923,814.29 "
2017,9," 135,278.65 "
2017,12," 34,224.47 "
2019,1," 96,021.50 "
2018,5," 1,329,685.67 "
2017,5," 346,222.83 "
2018,7," 82,297.69 "
2018,12," 499,463.90 "
2018,4," 670,119.07 "
2020,3," 208,403.15 "
2019,1," 141,955.46 "
2019,1," 101,073.17 "
2019,10," 790,354.20 "
2018,10," 1,880,656.34 "
2016,11," 410,639.95 "
2016,3," 283,213.69 "
2019,1," 180,581.58 "
2018,4," 180,141.31 "
2019,9," 371,061.15 "
2019,11," 181,438.82 "
2017,12," 125,943.48 "
2016,9," 1,467,449.97 "
2019,4," 164,158.26 "
2018,10," 14,155.94 "
2017,5," 630,411.03 "
2018,11," 46,026.38 "
2018,10," 848,123.73 "
2020,5," 370,312.73 "
2020,1," 82,277.92 "
2016,2," 394,413.03 "
2017,4," 681,767.37 "
2018,10," 41,068.93 "
2018,8," 287,835.62 "
2019,12," 147,873.91 "
2019,9," 103,517.91 "
2019,3," 11,663.25 "
2017,1," 444,327.11 "
2018,9," 476,833.28 "
2017,6," 473,242.83 "
2020,8," 250,844.88 "
2019,3," 291,226.17 "
2019,5," 518,095.37 "
2016,10," 254,206.18 "
2017,9," 1,065,277.98 "
2019,7," 144,319.78 "
2016,6," 35,464.99 "
2020,4," 449,820.98 "
2019,10," 243,654.98 "
2017,10," 1,165,051.87 "
2019,2," 156,611.09 "
2017,6," 36,861.04 "
2020,3," 834,420.23 "
2020,3," 776,281.02 "
2017,10," 1,040,546.68 "
2018,3," 555,461.60 "
2016,7," 412,023.67 "
2020,2," 171,094.06 "
2017,3," 91,262.91 "
2017,9," 319,307.52 "
2017,5," 318,954.45 "
2019,12," 172,624.08 "
2018,11," 45,825.47 "
2019,8," 1,053,102.20 "
2018,9," 249,543.17 "
2020,4," 315,432.60 "
2018,2," 805,621.52 "
2019,12," 370,981.11 "
2017,7," 459,342.88 "
2019,3," 298,718.07 "
2018,6," 99,239.27 "
2019,4," 524,037.76 "
2017,5," 1,002,415.15 "
2017,8," 80,032.50 "
2019,2," 63,474.07 "
2017,11," 214,782.97 "
2019,8," 130,335.61 "
2017,9," 293,926.23 "
2020,4," 383,552.84 "
2017,11," 230,641.71 "
2019,9," 215,977.69 "
2017,5," 9,940.10 "
2019,12," 303,309.90 "
2016,7," 185,806.51 "
2018,9," 117,880.59 "
2019,1," 757,173.04 "
2018,10," 823,971.99 "
2018,12," 356,202.32 "
2018,3," 250,327.08 "
2020,6," 124,586.02 "
2017,4," 448,345.06 "
2016,12," 1,285,989.26 "
2019,6," 218,628.53 "
2020,6," 902,435.05 "
2019,4," 97,531.70 "
2019,7," 597,460.22 "
2019,4," 95,471.22 "
2019,4," 361,460.78 "
2018,9," 295,615.81 "
2020,9," 563,004.78 "
2018,9," 554,218.64 "
2017,4," 425,584.37 "
2020,9," 256,018.91 "
2019,1," 74,334.18 "
2019,2," 38,104.90 "
2019,8," 504,007.72 "
2019,2," 162,281.92 "
2018,11," 427,645.31 "
2018,11," 1,531,192.38 "
2019,1," 128,652.62 "
2019,1," 746,872.39 "
2016,5," 172,652.69 "
2019,2," 84,252.13 "
2017,9," 200,864.06 "
2019,7," 1,034,845.96 "
2016,12," 113,928.31 "
2018,6," 424,837.05 "
2018,5," 134,436.81 "
2019,7," 603,821.09 "
2019,2," 277,365.72 "
2017,2," 525,401.07 "
2016,7," 318,650.87 "
2019,5," 191,788.25 "
2019,3," 653,297.57 "
2016,11," 88,222.54 "
2018,10," 1,121,976.05 "
2018,12," 844,506.47 "
2016,4," 77,410.89 "
2018,8," 99,141.33 "
2019,7," 663,069.58 "
2019,1," 1,017,891.62 "
2019,5," 556,189.57 "
2017,2," 73,820.90 "
2019,11," 3,343,862.48 "
2018,5," 296,936.59 "
2018,5," 123,674.35 "
2018,10," 1,200,032.46 "
2018,2," 661,785.31 "
2017,11," 983,205.23 "
2019,9," 321,671.18 "
2020,3," 793,656.21 "
2020,6," 838,836.45 "
2017,5," 334,097.26 "
2019,7," 150,559.32 "
2020,8," 62,994.77 "
2019,3," 132,442.68 "
2017,1," 350,909.30 "
2018,11," 301,200.11 "
2020,3," 617,156.10 "
2018,12," 92,590.93 "
2016,12," 370,163.49 "
2016,9," 364,998.31 "
2020,9," 298,972.13 "
2018,12," 237,614.91 "
2018,3," 1,110,731.68 "
2016,3," 249,811.78 "
2019,2," 197,309.19 "
2019,8," 492,098.32 "
2017,2," 518,634.24 "
2017,12," 652,188.55 "
2017,11," 1,709,267.63 "
2019,2," 1,041,502.68 "
2018,7," 96,788.64 "
2016,11," 519,591.28 "
2018,5," 304,997.06 "
2017,4," 663,348.42 "
2019,6," 923,535.56 "
2020,1," 405,307.03 "
2017,12," 1,167,658.54 "
2019,11," 340,232.75 "
2016,8," 280,924.56 "
2016,7," 140,049.63 "
2018,11," 102,932.80 "
2019,7," 243,710.94 "
2018,10," 1,688,231.66 "
2019,5," 369,271.44 "
2019,10," 241,708.05 "
2020,2," 98,312.21 "
2019,8," 135,988.88 "
2017,4," 224,000.43 "
2019,11," 210,842.35 "
2017,1," 418,797.39 "
2020,9," 1,240,018.82 "
2019,3," 227,314.35 "
2017,2," 2,351,818.22 "
2018,12," 393,001.60 "
2019,12," 100,498.61 "
2018,4," 80,424.48 "
2018,1," 883,494.24 "
2019,4," 126,708.20 "
2020,7," 164,475.25 "
2017,2," 2,458,292.24 "
2018,12," 353,429.50 "
2016,7," 862,893.09 "
2020,3," 143,402.97 "
2019,10," 294,085.69 "
2018,9," 271,592.69 "
2017,4," 726,072.50 "
2018,9," 154,146.54 "
2019,8," 944,663.18 "
2018,9," 153,834.74 "
2019,8," 970,680.64 "
2016,2," 174,946.07 "
2018,10," 12,250.28 "
2018,7," 799,795.95 "
2019,12," 248,267.14 "
2017,11," 2,319,282.78 "
2018,11," 44,372.33 "
2019,1," 989,668.30 "
2018,12," 93,822.76 "
2017,4," 572,033.87 "
2018,11," 90,648.65 "
2019,2," 185,106.32 "
2016,5," 226,949.85 "
2019,9," 947,435.46 "
2020,1," 181,942.90 "
2020,7," 127,755.78 "
2016,5," 181,062.63 "
2018,4," 291,181.41 "
2018,12," 276,485.40 "
2018,7," 157,784.93 "
2018,10," 1,537,523.68 "
2017,12," 1,830,270.14 "
2018,10," 1,078,834.57 "
2019,2," 162,883.97 "
2018,10," 138,991.41 "
2017,12," 122,407.39 "
2019,5," 140,930.98 "
2019,8," 996,602.67 "
2020,5," 101,039.02 "
2020,1," 133,447.12 "
2020,6," 128,180.00 "
2019,9," 334,415.72 "
2016,12," 2,829,519.07 "
2018,11," 95,642.42 "
2018,10," 743,759.82 "
2019,2," 87,168.32 "
2016,8," 285,708.83 "
2019,1," 367,423.51 "
2016,7," 979,955.62 "
2018,5," 285,224.83 "
2016,12," 2,024,455.16 "
2017,11," 1,096,391.83 "
2018,4," 632,538.69 "
2019,2," 442,510.88 "
2020,5," 1,985,505.77 "
2018,11," 60,912.21 "
2016,7," 150,842.33 "
2016,5," 138,316.05 "
2017,11," 166,327.80 "
2019,9," 407,960.23 "
2018,12," 259,087.69 "
2018,12," 299,419.27 "
2016,5," 136,173.76 "
2019,2," 269,494.51 "
2019,5," 368,672.80 "
2018,7," 159,177.36 "
2018,12," 152,675.67 "
2017,11," 150,913.14 "
2018,6," 105,541.25 "
2018,9," 529,581.31 "
2018,6," 803,142.46 "
2019,9," 102,231.41 "
2018,9," 255,998.70 "
2018,11," 310,653.68 "
2016,2," 156,250.28 "
2018,6," 104,880.86 "
2018,2," 128,703.86 "
2019,1," 178,984.14 "
2017,4," 562,984.12 "
2018,11," 93,021.43 "
2016,12," 2,716,893.34 "
2019,8," 523,427.14 "
2020,9," 523,074.30 "
2019,11," 256,236.09 "
2018,11," 91,661.61 "
2019,11," 642,196.96 "
2020,9," 259,970.26 "
2017,1," 333,358.63 "
2019,4," 560,504.20 "
2018,12," 428,526.35 "
2020,9," 235,655.03 "
2018,11," 606,947.25 "
2016,9," 99,521.78 "
2018,3," 247,148.86 "
2020,2," 93,632.10 "
2019,3," 574,435.62 "
2018,11," 72,793.81 "
2017,9," 208,033.46 "
2019,11," 331,486.93 "
2019,1," 179,949.18 "
2016,7," 149,965.59 "
2017,4," 123,683.24 "
2019,10," 380,707.11 "
2016,5," 225,787.87 "
2019,8," 124,979.75 "
2018,12," 230,036.98 "
2018,12," 231,173.44 "
2020,2," 168,656.66 "
2019,7," 1,066,916.38 "
2016,11," 72,192.85 "
2018,2," 132,400.24 "
2018,9," 1,297,363.16 "
2019,2," 41,033.70 "
2018,7," 98,816.46 "
2017,11," 671,578.53 "
2019,1," 245,602.02 "
2018,12," 403,523.01 "
2016,6," 1,079,132.84 "
2018,10," 720,134.21 "
2020,1," 194,688.83 "
2019,7," 133,672.82 "
2016,7," 314,445.67 "
2019,1," 13,673.28 "
2019,11," 452,254.02 "
2019,1," 343,947.98 "
2020,8," 50,013.92 "
2017,4," 676,454.42 "
2016,9," 344,968.18 "
2019,5," 54,884.47 "
2018,10," 610,535.61 "
2019,1," 184,585.51 "
2020,1," 80,362.61 "
2018,12," 160,920.63 "
2018,9," 228,641.64 "
2019,12," 309,180.96 "
2020,3," 592,554.83 "
2017,6," 208,761.66 "
2017,2," 68,127.58 "
2017,4," 484,464.01 "
2018,7," 74,260.64 "
2019,3," 310,602.10 "
2018,11," 607,750.74 "
2017,4," 673,233.42 "
2019,9," 462,443.91 "
2020,1," 374,633.98 "
2018,12," 361,332.99 "
2018,12," 110,716.32 "
2019,7," 701,742.09 "
2016,7," 267,360.47 "
2016,4," 152,435.69 "
2020,1," 124,533.13 "
2018,6," 161,368.00 "
2017,4," 97,042.13 "
2019,9," 188,393.30 "
2019,5," 264,223.07 "
2017,1," 986,236.41 "
2018,10," 212,868.63 "
2018,8," 1,543,650.79 "
2019,7," 1,021,330.63 "
2019,5," 94,914.26 "
2018,8," 476,429.88 "
2018,10," 185,357.38 "
2018,4," 106,855.04 "
2020,9," 131,131.39 "
2018,11," 183,674.86 "
2017,2," 1,288,338.35 "
2019,2," 158,561.02 "
2019,3," 65,123.96 "
2020,3," 630,424.03 "
2018,11," 610,108.33 "
2018,7," 326,633.81 "
2018,1," 220,175.90 "
2018,12," 379,536.24 "
2017,9," 541,672.29 "
2017,2," 1,417,838.26 "
2018,12," 83,365.32 "
2017,10," 735,550.27 "
2019,10," 88,507.81 "
2018,8," 163,867.50 "
2018,10," 1,215,600.80 "
2020,7," 167,188.71 "
2019,9," 531,911.28 "
2017,1," 156,723.78 "
2018,7," 124,309.79 "
2019,8," 141,734.74 "
2020,1," 373,775.18 "
2016,5," 266,222.56 "
2019,7," 1,315,075.77 "
2019,7," 83,886.53 "
2019,9," 396,106.22 "
2020,1," 350,897.12 "
2017,11," 202,913.49 "
2016,8," 1,933,369.16 "
2019,1," 359,764.41 "
2019,11," 324,649.78 "
2017,11," 198,282.55 "
2016,7," 286,212.73 "
2019,9," 90,973.12 "
2019,8," 56,942.36 "
2016,11," 460,074.42 "
2019,7," 128,373.83 "
2020,2," 91,075.39 "
2019,11," 3,437,024.65 "
2016,5," 244,705.17 "
2020,4," 393,287.74 "
2016,3," 269,039.33 "
2019,8," 84,080.13 "
2019,9," 76,756.34 "
2018,6," 128,899.22 "
2017,8," 77,979.43 "
2020,4," 300,822.34 "
2019,3," 11,562.99 "
2018,8," 361,928.25 "
2019,3," 478,436.36 "
2019,6," 119,690.70 "
2017,11," 204,511.59 "
2018,2," 254,265.22 "
2016,11," 427,309.23 "
2018,12," 257,866.26 "
2017,11," 154,750.53 "
2017,4," 109,416.87 "
2018,11," 86,587.85 "
2017,5," 696,192.31 "
2016,3," 293,346.77 "
2018,8," 152,468.53 "
2019,2," 737,691.84 "
2018,1," 1,071,442.44 "
2018,10," 1,136,538.23 "
2018,4," 82,347.89 "
2018,9," 472,650.07 "
2019,2," 758,818.02 "
2019,8," 180,639.14 "
2017,5," 153,681.18 "
2019,6," 361,000.89 "
2018,7," 123,293.65 "
2020,3," 786,357.51 "
2018,12," 250,946.85 "
2019,2," 217,866.42 "
2020,3," 195,893.63 "
2018,12," 1,952,808.16 "
2017,4," 395,164.03 "
2020,4," 69,399.77 "
2019,12," 113,034.73 "
2019,9," 360,312.88 "
2018,9," 1,249,733.34 "
2018,12," 273,324.85 "
2020,5," 1,986,812.58 "
2019,4," 357,124.22 "
2017,8," 835,623.43 "
2019,9," 202,086.79 "
2017,5," 854,129.42 "
2018,5," 169,641.38 "
2018,12," 119,352.13 "
2019,7," 575,325.06 "
2018,7," 674,642.48 "
2020,3," 75,073.40 "
2018,8," 1,636,825.21 "
2018,5," 1,417,546.48 "
2017,6," 36,487.99 "
2018,10," 79,514.54 "
2016,7," 162,190.87 "
2018,11," 768,741.56 "
2020,8," 80,635.97 "
2018,12," 273,477.08 "
2019,9," 208,393.64 "
2017,11," 801,873.49 "
2018,6," 150,034.53 "
2019,4," 663,237.30 "
2016,4," 90,622.32 "
2020,7," 240,694.07 "
2017,1," 98,372.88 "
2018,7," 378,498.46 "
2020,2," 82,201.38 "
2019,1," 138,263.68 "
2019,4," 275,358.13 "
2019,8," 439,055.74 "
2016,11," 1,271,743.21 "
2016,3," 279,550.91 "
2019,1," 885,239.52 "
2017,11," 11,106.83 "
2018,9," 1,243,432.88 "
2019,1," 177,505.94 "
2020,1," 361,661.45 "
2018,8," 517,992.12 "
2019,10," 81,291.31 "
2018,12," 403,323.78 "
2018,10," 228,966.54 "
2018,6," 456,621.07 "
2017,6," 54,202.40 "
2017,9," 585,350.61 "
2018,10," 590,110.58 "
2018,7," 798,701.12 "
2016,7," 871,891.58 "
2018,9," 3,401,635.92 "
2018,12," 588,607.67 "
2019,12," 1,545,326.62 "
2018,4," 327,261.50 "
2018,6," 895,847.79 "
2019,11," 512,256.72 "
2017,4," 764,289.45 "
2020,2," 378,612.88 "
2018,2," 249,990.56 "
2019,7," 617,235.81 "
2018,11," 1,170,698.39 "
2018,7," 360,014.02 "
2016,5," 229,363.10 "
2018,11," 45,197.41 "
2016,12," 494,397.28 "
2019,1," 182,969.68 "
2017,4," 645,791.46 "
2017,4," 576,581.70 "
2020,9," 239,556.67 "
2018,9," 98,828.77 "
2019,5," 185,330.75 "
2019,5," 132,251.64 "
2017,9," 203,130.09 "
2018,2," 331,839.79 "
2016,5," 207,400.08 "
2017,10," 725,804.20 "
2019,11," 167,522.40 "
2019,5," 206,231.85 "
2018,9," 1,228,201.49 "
2016,4," 94,627.63 "
2016,6," 1,435,961.49 "
2016,11," 408,708.60 "
2018,4," 163,395.06 "
2017,4," 797,533.85 "
2017,2," 527,692.87 "
2018,2," 146,274.81 "
2019,6," 231,252.01 "
2017,2," 530,583.38 "
2018,8," 4,561.37 "
2018,11," 1,792,605.09 "
2016,11," 76,258.45 "
2020,4," 215,479.64 "
2019,1," 260,918.71 "
2018,9," 111,035.37 "
2019,11," 3,362,537.01 "
2019,1," 561,555.53 "
2018,8," 49,524.77 "
2017,4," 98,245.87 "
2016,2," 2,191,677.29 "
2018,10," 430,178.75 "
2020,1," 130,538.25 "
2019,9," 91,890.14 "
2016,7," 233,926.03 "
2019,3," 422,560.89 "
2019,2," 89,477.39 "
2020,1," 406,340.71 "
2020,1," 220,361.00 "
2018,9," 296,501.03 "
2019,5," 130,617.27 "
2016,9," 124,120.80 "
2020,5," 3,091,348.83 "
2020,3," 734,583.92 "
2019,11," 229,004.53 "
2019,2," 311,943.76 "
2019,5," 883,864.35 "
2017,5," 461,266.79 "
2018,10," 1,795,561.97 "
2018,11," 375,587.11 "
2017,5," 673,552.84 "
2019,9," 1,032,556.82 "
2017,5," 10,376.15 "
2020,4," 63,571.58 "
2020,1," 124,294.46 "
2016,11," 631,735.69 "
2019,1," 125,451.22 "
2018,11," 1,705,572.85 "
2019,4," 108,283.38 "
2019,3," 236,168.23 "
2017,4," 618,557.38 "
2017,6," 961,269.02 "
2016,12," 2,165,451.49 "
2019,12," 246,579.47 "
2019,4," 126,632.44 "
2017,8," 701,420.05 "
2019,8," 172,829.20 "
2019,2," 287,421.93 "
2017,8," 77,949.51 "
2019,1," 561,039.34 "
2017,5," 323,777.02 "
2017,1," 100,797.68 "
2019,10," 198,102.39 "
2019,1," 395,002.88 "
2018,12," 374,875.26 "
2016,7," 255,438.45 "
2020,8," 48,979.82 "
2018,6," 139,541.42 "
2019,7," 896,277.61 "
2018,11," 431,587.34 "
2019,5," 405,155.63 "
2019,3," 601,170.17 "
2020,4," 91,636.44 "
2019,4," 124,517.74 "
2017,9," 235,599.31 "
2019,3," 456,197.76 "
2017,5," 9,759.63 "
2019,1," 1,212,908.37 "
2017,9," 549,789.40 "
2019,1," 760,333.63 "
2019,3," 462,434.86 "
2017,10," 664,327.47 "
2019,12," 356,782.89 "
2018,11," 828,685.77 "
2017,2," 481,127.27 "
2017,11," 1,804,298.75 "
2019,2," 362,574.39 "
2017,1," 864,300.14 "
2017,11," 858,697.37 "
2018,7," 313,669.33 "
2017,6," 117,109.33 "
2018,10," 188,508.81 "
2019,2," 273,087.93 "
2019,6," 313,172.47 "
2019,6," 243,070.62 "
2018,7," 80,655.04 "
2019,11," 186,609.69 "
2016,6," 1,314,885.04 "
2018,10," 2,134,665.44 "
2018,9," 3,329,973.56 "
2018,1," 123,238.01 "
2018,4," 2,968,057.57 "
2018,12," 250,045.40 "
2018,10," 476,622.51 "
2019,10," 194,244.30 "
2019,7," 94,699.32 "
2020,2," 155,444.95 "
2017,6," 225,724.04 "
2019,4," 196,007.77 "
2017,1," 116,405.99 "
2019,5," 205,765.22 "
2018,6," 483,700.64 "
2017,7," 837,273.73 "
2020,6," 188,636.44 "
2019,2," 312,007.75 "
2016,1," 730,349.64 "
2019,2," 296,382.59 "
2018,11," 80,650.99 "
2018,6," 634,665.08 "
2017,8," 398,406.60 "
2019,8," 902,689.68 "
2017,11," 799,157.25 "
2019,2," 44,599.82 "
2017,5," 1,338,468.64 "
2017,1," 4,964,090.26 "
2019,7," 611,772.68 "
2019,11," 3,525,255.73 "
2016,2," 152,009.06 "
2020,2," 552,819.42 "
2018,5," 1,528,633.43 "
2018,8," 97,542.27 "
2016,7," 768,067.47 "
2018,4," 178,505.11 "
2016,9," 107,497.94 "
2020,7," 363,493.94 "
2018,6," 137,026.29 "
2017,7," 3,000,928.34 "
2018,10," 925,555.79 "
2019,12," 292,241.56 "
2017,12," 1,514,104.72 "
2016,12," 1,409,648.55 "
2019,4," 74,941.04 "
2017,4," 85,226.90 "
2020,3," 1,100,408.06 "
2019,5," 275,118.08 "
2019,9," 74,946.31 "
2019,11," 174,080.89 "
2017,8," 508,547.94 "
2016,12," 345,272.38 "
2018,7," 580,888.60 "
2019,6," 233,098.57 "
2019,3," 251,657.26 "
2019,9," 104,209.13 "
2018,4," 366,389.94 "
2019,5," 209,542.70 "
2018,12," 802,509.85 "
2017,9," 903,369.21 "
2017,10," 163,291.48 "
2019,8," 129,680.93 "
2018,12," 239,596.28 "
2019,6," 232,524.55 "
2018,7," 216,691.55 "
2019,1," 96,029.32 "
2019,11," 3,400,145.32 "
2019,12," 1,336,648.12 "
2019,8," 138,531.81 "
2018,10," 303,080.69 "
2018,10," 78,233.18 "
2019,12," 432,597.66 "
2019,1," 80,514.42 "
2018,12," 240,249.24 "
2017,8," 1,250,571.63 "
2019,2," 93,526.58 "
2019,10," 233,564.99 "
2019,11," 551,507.44 "
2019,1," 14,487.19 "
2020,5," 86,085.17 "
2019,7," 1,277,326.13 "
2018,9," 633,159.89 "
2020,8," 190,044.95 "
2019,5," 57,303.49 "
2020,8," 299,114.98 "
2016,1," 729,847.37 "
2017,7," 3,107,570.46 "
2019,9," 1,480,925.10 "
2020,6," 180,520.35 "
2018,2," 339,226.30 "
2017,10," 1,927,716.48 "
2020,1," 82,958.63 "
2016,2," 2,309,772.32 "
2019,6," 195,559.70 "
2020,2," 764,999.81 "
2020,5," 382,678.92 "
2019,1," 360,599.63 "
2018,10," 1,699,386.08 "
2019,11," 230,049.66 "
2018,2," 782,415.69 "
2020,7," 161,837.51 "
2016,5," 180,491.07 "
2016,7," 275,774.98 "
2019,2," 438,499.65 "
2019,2," 757,603.32 "
2018,10," 786,988.95 "
2018,5," 138,934.47 "
2018,8," 1,474,420.73 "
2019,12," 152,903.10 "
2018,2," 276,094.21 "
2019,10," 2,077,530.82 "
2017,10," 91,614.28 "
2019,4," 201,601.07 "
2016,8," 41,676.90 "
2020,2," 811,778.55 "
2017,5," 189,361.48 "
2016,7," 284,843.38 "
2020,3," 185,705.49 "
2019,2," 57,269.48 "
2020,4," 386,068.65 "
2016,7," 267,702.80 "
2018,12," 6,170,276.96 "
2019,1," 126,813.18 "
2020,7," 128,603.97 "
2017,10," 169,322.40 "
2016,7," 267,253.53 "
2019,5," 208,750.86 "
2020,5," 2,935,062.55 "
2018,7," 356,495.17 "
2019,1," 29,878.86 "
2019,9," 195,365.28 "
2017,5," 115,350.90 "
2019,11," 321,761.20 "
2017,8," 495,741.14 "
2018,5," 189,337.76 "
2018,7," 789,477.51 "
2019,8," 1,173,850.86 "
2018,7," 623,695.95 "
2020,3," 77,950.29 "
2019,3," 324,477.27 "
2019,2," 98,005.98 "
2018,12," 466,300.74 "
2017,3," 545,511.91 "
2019,8," 148,193.95 "
2019,6," 737,189.72 "
2017,7," 3,033,131.95 "
2018,1," 916,347.98 "
2018,11," 245,072.24 "
2019,10," 132,621.16 "
2019,6," 241,528.08 "
2018,10," 104,580.20 "
2019,2," 264,047.10 "
2018,12," 229,241.13 "
2017,4," 212,422.94 "
2017,5," 440,648.32 "
2019,2," 297,976.02 "
2018,11," 107,403.02 "
2017,9," 965,480.83 "
2018,12," 146,994.13 "
2019,7," 82,195.29 "
2019,11," 3,138,021.92 "
2019,12," 96,199.45 "
2019,2," 163,837.44 "
2018,10," 1,187,260.01 "
2018,11," 761,839.16 "
2016,6," 219,235.75 "
2019,9," 73,937.84 "
2019,11," 319,930.79 "
2020,1," 386,163.56 "
2017,12," 424,228.25 "
2017,7," 897,936.38 "
2020,8," 49,366.55 "
2018,9," 2,482,200.85 "
2019,10," 190,018.31 "
2020,4," 96,244.57 "
2018,9," 313,818.76 "
2018,11," 436,095.19 "
2019,8," 132,132.76 "
2019,11," 598,662.01 "
2018,12," 2,721,816.73 "
2020,3," 89,331.32 "
2017,11," 159,590.89 "
2018,4," 177,541.89 "
2018,11," 95,300.57 "
2018,7," 235,574.00 "
2016,7," 238,431.65 "
2018,12," 373,914.72 "
2019,7," 672,628.18 "
2018,10," 543,570.09 "
2018,12," 193,116.95 "
2018,9," 198,255.55 "
2018,12," 59,057.49 "
2016,12," 353,598.32 "
2016,8," 260,352.43 "
2018,9," 246,872.29 "
2017,4," 201,403.03 "
2020,2," 761,579.46 "
2017,7," 560,183.15 "
2019,2," 82,004.57 "
2018,12," 350,916.04 "
2018,10," 723,843.67 "
2018,12," 1,862,672.58 "
2019,5," 1,617,454.13 "
2017,9," 125,330.45 "
2019,12," 106,409.83 "
2020,9," 219,153.18 "
2016,7," 905,444.60 "
2017,6," 58,705.45 "
2018,6," 932,450.90 "
2016,12," 967,954.81 "
2017,7," 461,224.97 "
2020,1," 469,721.08 "
2019,12," 83,672.99 "
2018,12," 417,912.73 "
2017,4," 446,908.27 "
2020,6," 133,972.27 "
2017,10," 664,471.21 "
2016,7," 284,520.97 "
2019,3," 11,212.69 "
2018,10," 207,675.92 "
2019,2," 352,818.32 "
2017,12," 35,950.28 "
2017,4," 713,801.40 "
2017,4," 539,284.44 "
2018,7," 134,233.68 "
2018,9," 276,323.40 "
2019,2," 650,746.86 "
2019,9," 79,177.51 "
2017,9," 237,876.97 "
2019,3," 73,907.83 "
2016,7," 293,774.76 "
2019,7," 872,162.55 "
2017,5," 331,314.32 "
2020,1," 386,806.63 "
2017,10," 2,018,257.22 "
2019,5," 412,420.77 "
2020,9," 243,275.66 "
2019,2," 202,808.32 "
2018,1," 103,972.22 "
2016,12," 2,196,522.00 "
2019,5," 366,263.69 "
2019,5," 115,971.63 "
2018,7," 347,260.92 "
2018,12," 222,827.84 "
2016,11," 68,785.23 "
2019,1," 378,023.57 "
2017,10," 1,135,945.78 "
2018,2," 319,271.19 "
2020,1," 231,924.06 "
2017,5," 1,342,412.65 "
2016,1," 134,233.05 "
2018,5," 296,584.68 "
2018,4," 638,875.30 "
2018,6," 934,585.69 "
2020,4," 92,633.17 "
2019,8," 140,806.29 "
2018,3," 219,165.92 "
2017,2," 896,634.51 "
2019,11," 282,732.11 "
2019,1," 139,438.34 "
2018,7," 130,732.76 "
2019,10," 322,226.60 "
2020,5," 2,087,693.33 "
2017,4," 461,845.43 "
2018,11," 269,923.37 "
2017,6," 190,693.81 "
2018,3," 1,028,827.47 "
2018,12," 368,118.85 "
2019,9," 229,066.13 "
2018,5," 274,862.03 "
2019,5," 317,018.70 "
2020,1," 194,151.91 "
2020,2," 2,411,075.21 "
2019,1," 1,126,305.19 "
2020,1," 89,603.02 "
2019,9," 197,723.39 "
2017,12," 1,678,175.32 "
2019,4," 126,751.00 "
2016,5," 165,486.29 "
2019,2," 93,543.72 "
2017,8," 75,031.77 "
2018,12," 743,452.15 "
2019,5," 220,177.25 "
2019,10," 144,504.83 "
2017,10," 91,627.13 "
2020,9," 128,735.18 "
2019,12," 1,426,872.33 "
2019,7," 65,140.35 "
2020,6," 205,928.03 "
2019,12," 1,645,072.79 "
2017,11," 100,077.44 "
2017,4," 104,602.91 "
2018,1," 223,780.68 "
2020,1," 77,925.97 "
2017,5," 166,052.65 "
2020,9," 1,085,367.72 "
2020,2," 92,103.84 "
2019,7," 87,238.05 "
2016,9," 403,197.61 "
2019,1," 346,362.94 "
2018,12," 59,066.26 "
2019,1," 184,713.60 "
2017,8," 142,090.65 "
2020,9," 130,887.79 "
2017,11," 489,245.08 "
2019,5," 215,416.10 "
2018,7," 156,124.91 "
2019,4," 205,851.69 "
2018,2," 77,559.55 "
2017,11," 174,686.51 "
2017,11," 1,670,766.18 "
2018,5," 329,071.47 "
2020,3," 177,471.04 "
2017,4," 99,347.64 "
2019,3," 274,459.65 "
2016,9," 702,495.23 "
2019,3," 454,852.85 "
2018,10," 393,685.25 "
2019,1," 205,853.39 "
2017,7," 526,398.02 "
2017,12," 407,956.22 "
2020,7," 169,090.20 "
2017,10," 700,419.35 "
2018,8," 1,395,996.82 "
2016,6," 1,198,173.62 "
2018,10," 157,117.87 "
2018,7," 655,610.64 "
2018,5," 229,605.59 "
2016,9," 1,500,268.63 "
2016,7," 285,200.73 "
2016,5," 771,684.36 "
2017,5," 421,147.22 "
2019,11," 253,604.62 "
2019,10," 225,004.10 "
2018,11," 40,658.28 "
2018,12," 231,247.55 "
2020,9," 132,697.57 "
2018,10," 92,058.10 "
2018,12," 156,231.39 "
2018,11," 41,086.74 "
2020,4," 65,876.09 "
2019,3," 559,862.05 "
2019,1," 154,295.19 "
2019,12," 82,051.47 "
2018,5," 304,917.15 "
2018,4," 3,134,927.46 "
2019,4," 419,588.66 "
2018,8," 169,941.94 "
2018,4," 355,038.46 "
2016,7," 618,537.88 "
2019,11," 270,459.18 "
2019,11," 150,060.58 "
2019,5," 132,748.57 "
2019,12," 259,092.00 "
2019,4," 87,110.28 "
2020,2," 2,425,165.49 "
2018,10," 543,811.06 "
2018,6," 133,442.41 "
2020,1," 211,104.65 "
2019,1," 295,828.78 "
2016,2," 147,047.96 "
2018,4," 335,333.42 "
